"No","year","month","day","hour","pm2.5","DEWP","TEMP","PRES","cbwd","Iws","Is","Ir","datetime"
12455,2011,6,3,22,45,5,26,1006,"SE",9.39,0,0,2011-06-03 22:00:00
12456,2011,6,3,23,48,9,21,1006,"SE",11.18,0,0,2011-06-03 23:00:00
12457,2011,6,4,0,53,8,20,1006,"cv",0.89,0,0,2011-06-04 00:00:00
12458,2011,6,4,1,53,9,19,1006,"NE",1.79,0,0,2011-06-04 01:00:00
12459,2011,6,4,2,70,9,18,1006,"NE",2.68,0,0,2011-06-04 02:00:00
12460,2011,6,4,3,48,10,19,1006,"SE",0.89,0,0,2011-06-04 03:00:00
12461,2011,6,4,4,58,11,19,1006,"cv",0.45,0,0,2011-06-04 04:00:00
12462,2011,6,4,5,68,10,19,1007,"cv",1.34,0,0,2011-06-04 05:00:00
12463,2011,6,4,6,57,9,21,1007,"NW",1.79,0,0,2011-06-04 06:00:00
12464,2011,6,4,7,44,9,22,1008,"cv",0.89,0,0,2011-06-04 07:00:00
12465,2011,6,4,8,NA,7,25,1008,"NW",1.79,0,0,2011-06-04 08:00:00
12466,2011,6,4,9,NA,7,25,1008,"NE",1.79,0,0,2011-06-04 09:00:00
12467,2011,6,4,10,NA,7,26,1008,"cv",0.89,0,0,2011-06-04 10:00:00
12468,2011,6,4,11,NA,8,28,1008,"cv",1.78,0,0,2011-06-04 11:00:00
12469,2011,6,4,12,NA,8,29,1007,"cv",3.57,0,0,2011-06-04 12:00:00
12470,2011,6,4,13,30,6,31,1006,"cv",7.59,0,0,2011-06-04 13:00:00
12471,2011,6,4,14,44,8,32,1006,"SE",4.02,0,0,2011-06-04 14:00:00
12472,2011,6,4,15,37,9,32,1005,"SE",8.94,0,0,2011-06-04 15:00:00
12473,2011,6,4,16,40,6,32,1005,"SE",14.75,0,0,2011-06-04 16:00:00
12474,2011,6,4,17,45,9,31,1004,"SE",20.56,0,0,2011-06-04 17:00:00
12475,2011,6,4,18,21,5,30,1005,"SE",27.71,0,0,2011-06-04 18:00:00
12476,2011,6,4,19,18,5,29,1005,"SE",31.73,0,0,2011-06-04 19:00:00
12477,2011,6,4,20,25,6,27,1006,"SE",35.75,0,0,2011-06-04 20:00:00
12478,2011,6,4,21,27,7,24,1007,"SE",38.88,0,0,2011-06-04 21:00:00
12479,2011,6,4,22,24,8,22,1007,"cv",0.89,0,0,2011-06-04 22:00:00
12480,2011,6,4,23,22,10,20,1007,"SE",1.79,0,0,2011-06-04 23:00:00
12481,2011,6,5,0,28,10,20,1007,"SE",3.58,0,0,2011-06-05 00:00:00
12482,2011,6,5,1,40,12,19,1007,"cv",0.89,0,0,2011-06-05 01:00:00
12483,2011,6,5,2,63,11,18,1008,"cv",1.78,0,0,2011-06-05 02:00:00
12484,2011,6,5,3,78,12,18,1008,"cv",2.67,0,0,2011-06-05 03:00:00
12485,2011,6,5,4,100,12,18,1008,"cv",3.56,0,0,2011-06-05 04:00:00
12486,2011,6,5,5,109,12,16,1009,"cv",4.45,0,0,2011-06-05 05:00:00
12487,2011,6,5,6,124,12,19,1009,"cv",5.34,0,0,2011-06-05 06:00:00
12488,2011,6,5,7,125,12,21,1009,"SE",1.79,0,0,2011-06-05 07:00:00
12489,2011,6,5,8,133,13,24,1009,"cv",0.89,0,0,2011-06-05 08:00:00
12490,2011,6,5,9,133,13,27,1009,"cv",1.78,0,0,2011-06-05 09:00:00
12491,2011,6,5,10,126,12,28,1009,"SE",1.79,0,0,2011-06-05 10:00:00
12492,2011,6,5,11,142,12,30,1008,"SE",4.92,0,0,2011-06-05 11:00:00
12493,2011,6,5,12,109,10,31,1007,"SE",8.94,0,0,2011-06-05 12:00:00
12494,2011,6,5,13,43,10,33,1006,"SE",14.75,0,0,2011-06-05 13:00:00
12495,2011,6,5,14,57,10,33,1005,"SE",20.56,0,0,2011-06-05 14:00:00
12496,2011,6,5,15,90,11,34,1004,"SE",26.37,0,0,2011-06-05 15:00:00
12497,2011,6,5,16,83,11,33,1004,"SE",31.29,0,0,2011-06-05 16:00:00
12498,2011,6,5,17,60,10,33,1003,"SE",38.44,0,0,2011-06-05 17:00:00
12499,2011,6,5,18,67,10,31,1003,"SE",43.36,0,0,2011-06-05 18:00:00
12500,2011,6,5,19,67,11,30,1004,"SE",49.17,0,0,2011-06-05 19:00:00
12501,2011,6,5,20,59,12,30,1004,"SE",53.19,0,0,2011-06-05 20:00:00
12502,2011,6,5,21,64,12,29,1004,"SE",54.98,0,0,2011-06-05 21:00:00
12503,2011,6,5,22,69,14,26,1005,"cv",0.89,0,0,2011-06-05 22:00:00
12504,2011,6,5,23,67,14,27,1004,"SE",1.79,0,0,2011-06-05 23:00:00
12505,2011,6,6,0,75,14,25,1004,"SE",3.58,0,0,2011-06-06 00:00:00
12506,2011,6,6,1,65,15,24,1003,"SE",5.37,0,0,2011-06-06 01:00:00
12507,2011,6,6,2,50,15,23,1002,"SE",7.16,0,0,2011-06-06 02:00:00
12508,2011,6,6,3,41,15,22,1002,"NE",1.79,0,0,2011-06-06 03:00:00
12509,2011,6,6,4,44,15,22,1001,"NE",3.58,0,0,2011-06-06 04:00:00
12510,2011,6,6,5,74,15,21,1001,"SE",1.79,0,0,2011-06-06 05:00:00
12511,2011,6,6,6,92,16,21,1002,"cv",0.89,0,0,2011-06-06 06:00:00
12512,2011,6,6,7,103,15,24,1002,"cv",1.78,0,0,2011-06-06 07:00:00
12513,2011,6,6,8,NA,15,26,1001,"cv",2.67,0,0,2011-06-06 08:00:00
12514,2011,6,6,9,NA,15,28,1001,"cv",3.56,0,0,2011-06-06 09:00:00
12515,2011,6,6,10,NA,15,28,1001,"SE",1.79,0,0,2011-06-06 10:00:00
12516,2011,6,6,11,87,15,28,1001,"cv",0.89,0,0,2011-06-06 11:00:00
12517,2011,6,6,12,85,15,29,1000,"cv",1.78,0,0,2011-06-06 12:00:00
12518,2011,6,6,13,100,13,29,1000,"NW",1.79,0,1,2011-06-06 13:00:00
12519,2011,6,6,14,100,18,26,999,"SE",1.79,0,2,2011-06-06 14:00:00
12520,2011,6,6,15,93,16,30,998,"NW",3.13,0,0,2011-06-06 15:00:00
12521,2011,6,6,16,86,17,29,998,"NW",6.26,0,0,2011-06-06 16:00:00
12522,2011,6,6,17,91,16,28,999,"NW",11.18,0,0,2011-06-06 17:00:00
12523,2011,6,6,18,99,18,28,998,"SE",3.13,0,0,2011-06-06 18:00:00
12524,2011,6,6,19,114,18,26,998,"cv",0.89,0,0,2011-06-06 19:00:00
12525,2011,6,6,20,123,18,24,999,"SE",1.79,0,0,2011-06-06 20:00:00
12526,2011,6,6,21,145,18,23,999,"SE",3.58,0,0,2011-06-06 21:00:00
12527,2011,6,6,22,163,18,22,999,"NE",1.79,0,0,2011-06-06 22:00:00
12528,2011,6,6,23,170,18,22,999,"NE",3.58,0,0,2011-06-06 23:00:00
12529,2011,6,7,0,163,18,21,998,"SE",1.79,0,0,2011-06-07 00:00:00
12530,2011,6,7,1,166,17,20,998,"cv",0.89,0,0,2011-06-07 01:00:00
12531,2011,6,7,2,167,17,19,998,"cv",1.78,0,0,2011-06-07 02:00:00
12532,2011,6,7,3,201,17,20,998,"cv",2.67,0,0,2011-06-07 03:00:00
12533,2011,6,7,4,201,17,19,998,"NE",0.89,0,0,2011-06-07 04:00:00
12534,2011,6,7,5,204,17,18,998,"cv",0.89,0,0,2011-06-07 05:00:00
12535,2011,6,7,6,217,18,19,998,"NW",0.89,0,0,2011-06-07 06:00:00
12536,2011,6,7,7,206,17,23,998,"NW",2.68,0,0,2011-06-07 07:00:00
12537,2011,6,7,8,241,18,24,998,"cv",0.89,0,0,2011-06-07 08:00:00
12538,2011,6,7,9,237,18,27,998,"SE",1.79,0,0,2011-06-07 09:00:00
12539,2011,6,7,10,231,17,30,997,"SE",3.58,0,0,2011-06-07 10:00:00
12540,2011,6,7,11,177,16,32,997,"cv",0.89,0,0,2011-06-07 11:00:00
12541,2011,6,7,12,160,16,34,996,"SE",3.13,0,0,2011-06-07 12:00:00
12542,2011,6,7,13,152,16,34,994,"SE",8.05,0,0,2011-06-07 13:00:00
12543,2011,6,7,14,102,16,35,994,"SE",13.86,0,0,2011-06-07 14:00:00
12544,2011,6,7,15,66,14,34,993,"SE",18.78,0,0,2011-06-07 15:00:00
12545,2011,6,7,16,69,14,36,993,"SE",22.8,0,0,2011-06-07 16:00:00
12546,2011,6,7,17,69,14,34,993,"SE",25.93,0,0,2011-06-07 17:00:00
12547,2011,6,7,18,82,19,26,997,"NW",17.88,0,2,2011-06-07 18:00:00
12548,2011,6,7,19,37,19,22,995,"SE",3.13,0,0,2011-06-07 19:00:00
12549,2011,6,7,20,47,19,22,995,"SE",4.92,0,1,2011-06-07 20:00:00
12550,2011,6,7,21,55,20,22,996,"NE",1.79,0,0,2011-06-07 21:00:00
12551,2011,6,7,22,58,19,22,996,"NE",3.58,0,0,2011-06-07 22:00:00
12552,2011,6,7,23,59,19,22,997,"NE",4.47,0,0,2011-06-07 23:00:00
12553,2011,6,8,0,66,19,23,996,"cv",4.02,0,0,2011-06-08 00:00:00
12554,2011,6,8,1,61,17,23,1000,"NW",11.18,0,2,2011-06-08 01:00:00
12555,2011,6,8,2,35,17,19,998,"NW",20.12,0,3,2011-06-08 02:00:00
12556,2011,6,8,3,9,16,19,995,"NW",31.3,0,4,2011-06-08 03:00:00
12557,2011,6,8,4,7,16,19,996,"NW",37.11,0,5,2011-06-08 04:00:00
12558,2011,6,8,5,6,16,19,997,"NW",41.13,0,6,2011-06-08 05:00:00
12559,2011,6,8,6,7,17,19,998,"cv",0.89,0,0,2011-06-08 06:00:00
12560,2011,6,8,7,7,17,19,998,"cv",1.78,0,0,2011-06-08 07:00:00
12561,2011,6,8,8,20,18,23,999,"NW",3.13,0,0,2011-06-08 08:00:00
12562,2011,6,8,9,13,16,26,999,"NW",6.26,0,0,2011-06-08 09:00:00
12563,2011,6,8,10,27,15,28,999,"NW",10.28,0,0,2011-06-08 10:00:00
12564,2011,6,8,11,24,14,30,999,"NW",13.41,0,0,2011-06-08 11:00:00
12565,2011,6,8,12,14,13,31,999,"NW",16.54,0,0,2011-06-08 12:00:00
12566,2011,6,8,13,22,14,33,999,"cv",1.79,0,0,2011-06-08 13:00:00
12567,2011,6,8,14,33,15,32,999,"SE",4.02,0,0,2011-06-08 14:00:00
12568,2011,6,8,15,49,14,33,998,"SE",7.15,0,0,2011-06-08 15:00:00
12569,2011,6,8,16,26,15,33,998,"SE",10.28,0,0,2011-06-08 16:00:00
12570,2011,6,8,17,22,15,31,998,"SE",14.3,0,0,2011-06-08 17:00:00
12571,2011,6,8,18,27,16,30,998,"SE",17.43,0,0,2011-06-08 18:00:00
12572,2011,6,8,19,28,17,29,999,"SE",20.56,0,0,2011-06-08 19:00:00
12573,2011,6,8,20,40,18,27,1000,"SE",24.58,0,0,2011-06-08 20:00:00
12574,2011,6,8,21,29,18,25,1001,"SE",28.6,0,0,2011-06-08 21:00:00
12575,2011,6,8,22,33,19,24,1001,"SE",31.73,0,0,2011-06-08 22:00:00
12576,2011,6,8,23,47,19,24,1002,"SE",34.86,0,0,2011-06-08 23:00:00
12577,2011,6,9,0,53,19,23,1002,"SE",36.65,0,0,2011-06-09 00:00:00
12578,2011,6,9,1,86,19,21,1003,"SE",38.44,0,0,2011-06-09 01:00:00
12579,2011,6,9,2,151,19,20,1003,"cv",0.89,0,0,2011-06-09 02:00:00
12580,2011,6,9,3,210,18,20,1004,"SE",1.79,0,0,2011-06-09 03:00:00
12581,2011,6,9,4,188,18,19,1004,"NW",0.89,0,0,2011-06-09 04:00:00
12582,2011,6,9,5,176,18,19,1004,"NW",2.68,0,0,2011-06-09 05:00:00
12583,2011,6,9,6,184,19,21,1005,"NE",0.89,0,0,2011-06-09 06:00:00
12584,2011,6,9,7,190,19,23,1005,"cv",0.89,0,0,2011-06-09 07:00:00
12585,2011,6,9,8,196,19,24,1005,"cv",1.78,0,0,2011-06-09 08:00:00
12586,2011,6,9,9,189,19,25,1005,"cv",3.57,0,0,2011-06-09 09:00:00
12587,2011,6,9,10,165,19,27,1005,"cv",4.46,0,0,2011-06-09 10:00:00
12588,2011,6,9,11,152,18,30,1004,"SE",1.79,0,0,2011-06-09 11:00:00
12589,2011,6,9,12,126,17,30,1003,"cv",0.89,0,0,2011-06-09 12:00:00
12590,2011,6,9,13,111,17,32,1002,"SE",3.13,0,0,2011-06-09 13:00:00
12591,2011,6,9,14,112,16,32,1002,"SE",6.26,0,0,2011-06-09 14:00:00
12592,2011,6,9,15,106,13,33,1001,"SE",12.07,0,0,2011-06-09 15:00:00
12593,2011,6,9,16,76,15,32,1001,"SE",16.09,0,0,2011-06-09 16:00:00
12594,2011,6,9,17,67,16,32,1000,"SE",19.22,0,0,2011-06-09 17:00:00
12595,2011,6,9,18,92,13,31,1000,"SE",24.14,0,0,2011-06-09 18:00:00
12596,2011,6,9,19,62,15,29,1000,"SE",28.16,0,0,2011-06-09 19:00:00
12597,2011,6,9,20,75,15,29,1000,"SE",31.29,0,0,2011-06-09 20:00:00
12598,2011,6,9,21,96,17,27,1000,"SE",33.08,0,0,2011-06-09 21:00:00
12599,2011,6,9,22,123,18,25,1001,"SE",34.87,0,0,2011-06-09 22:00:00
12600,2011,6,9,23,119,18,26,1001,"SE",36.66,0,0,2011-06-09 23:00:00
12601,2011,6,10,0,121,18,25,1000,"SE",38.45,0,0,2011-06-10 00:00:00
12602,2011,6,10,1,121,19,24,1000,"SE",41.58,0,0,2011-06-10 01:00:00
12603,2011,6,10,2,121,19,23,1000,"SE",45.6,0,0,2011-06-10 02:00:00
12604,2011,6,10,3,108,18,22,1000,"cv",0.89,0,0,2011-06-10 03:00:00
12605,2011,6,10,4,117,19,22,1000,"SE",1.79,0,0,2011-06-10 04:00:00
12606,2011,6,10,5,176,18,22,1000,"SE",3.58,0,0,2011-06-10 05:00:00
12607,2011,6,10,6,199,18,23,1000,"SE",7.6,0,0,2011-06-10 06:00:00
12608,2011,6,10,7,185,17,24,1001,"cv",1.79,0,0,2011-06-10 07:00:00
12609,2011,6,10,8,173,17,25,1001,"cv",2.68,0,0,2011-06-10 08:00:00
12610,2011,6,10,9,172,18,26,1000,"cv",3.57,0,0,2011-06-10 09:00:00
12611,2011,6,10,10,141,18,28,1000,"SE",1.79,0,0,2011-06-10 10:00:00
12612,2011,6,10,11,130,18,30,1000,"SE",3.58,0,0,2011-06-10 11:00:00
12613,2011,6,10,12,132,16,32,999,"cv",1.79,0,0,2011-06-10 12:00:00
12614,2011,6,10,13,117,14,34,998,"SE",5.81,0,0,2011-06-10 13:00:00
12615,2011,6,10,14,91,13,35,997,"SE",12.96,0,0,2011-06-10 14:00:00
12616,2011,6,10,15,83,12,35,997,"SE",20.11,0,0,2011-06-10 15:00:00
12617,2011,6,10,16,71,13,35,996,"SE",25.92,0,0,2011-06-10 16:00:00
12618,2011,6,10,17,80,12,33,997,"SE",31.73,0,0,2011-06-10 17:00:00
12619,2011,6,10,18,92,13,33,997,"SE",36.65,0,0,2011-06-10 18:00:00
12620,2011,6,10,19,80,15,25,1001,"NE",7.15,0,0,2011-06-10 19:00:00
12621,2011,6,10,20,48,16,23,1002,"NE",12.96,0,1,2011-06-10 20:00:00
12622,2011,6,10,21,64,17,23,1003,"NE",14.75,0,2,2011-06-10 21:00:00
12623,2011,6,10,22,74,18,22,1003,"NE",17.88,0,0,2011-06-10 22:00:00
12624,2011,6,10,23,84,18,21,1003,"SE",4.02,0,0,2011-06-10 23:00:00
12625,2011,6,11,0,96,18,21,1004,"SE",7.15,0,0,2011-06-11 00:00:00
12626,2011,6,11,1,122,18,20,1004,"SE",10.28,0,0,2011-06-11 01:00:00
12627,2011,6,11,2,53,18,20,1003,"SE",12.07,0,0,2011-06-11 02:00:00
12628,2011,6,11,3,52,18,19,1003,"SE",13.86,0,0,2011-06-11 03:00:00
12629,2011,6,11,4,57,17,20,1003,"cv",0.89,0,0,2011-06-11 04:00:00
12630,2011,6,11,5,87,18,19,1003,"cv",1.78,0,0,2011-06-11 05:00:00
12631,2011,6,11,6,95,18,20,1004,"SE",1.79,0,0,2011-06-11 06:00:00
12632,2011,6,11,7,109,17,21,1004,"cv",0.89,0,0,2011-06-11 07:00:00
12633,2011,6,11,8,96,18,22,1004,"cv",1.78,0,0,2011-06-11 08:00:00
12634,2011,6,11,9,91,18,24,1005,"cv",3.57,0,0,2011-06-11 09:00:00
12635,2011,6,11,10,82,18,26,1004,"cv",5.36,0,0,2011-06-11 10:00:00
12636,2011,6,11,11,73,18,27,1004,"cv",6.25,0,0,2011-06-11 11:00:00
12637,2011,6,11,12,81,18,27,1003,"SE",3.13,0,0,2011-06-11 12:00:00
12638,2011,6,11,13,67,17,28,1002,"SE",4.92,0,0,2011-06-11 13:00:00
12639,2011,6,11,14,74,16,29,1001,"cv",3.13,0,0,2011-06-11 14:00:00
12640,2011,6,11,15,85,17,29,1000,"SE",5.81,0,0,2011-06-11 15:00:00
12641,2011,6,11,16,29,15,22,1002,"SE",12.96,0,0,2011-06-11 16:00:00
12642,2011,6,11,17,25,14,22,1002,"SE",16.09,0,0,2011-06-11 17:00:00
12643,2011,6,11,18,39,15,22,1003,"cv",0.89,0,0,2011-06-11 18:00:00
12644,2011,6,11,19,27,15,22,1004,"SE",1.79,0,0,2011-06-11 19:00:00
12645,2011,6,11,20,33,16,21,1005,"cv",0.89,0,0,2011-06-11 20:00:00
12646,2011,6,11,21,43,16,21,1005,"cv",1.78,0,0,2011-06-11 21:00:00
12647,2011,6,11,22,55,16,21,1006,"NE",1.79,0,0,2011-06-11 22:00:00
12648,2011,6,11,23,48,14,22,1007,"NW",4.02,0,1,2011-06-11 23:00:00
12649,2011,6,12,0,20,13,21,1007,"NW",8.04,0,0,2011-06-12 00:00:00
12650,2011,6,12,1,16,13,20,1007,"NW",9.83,0,0,2011-06-12 01:00:00
12651,2011,6,12,2,18,14,18,1006,"NE",0.89,0,0,2011-06-12 02:00:00
12652,2011,6,12,3,14,14,18,1006,"NW",1.79,0,0,2011-06-12 03:00:00
12653,2011,6,12,4,12,13,19,1006,"NW",2.68,0,0,2011-06-12 04:00:00
12654,2011,6,12,5,18,15,17,1007,"cv",0.89,0,0,2011-06-12 05:00:00
12655,2011,6,12,6,10,15,19,1007,"NE",0.89,0,0,2011-06-12 06:00:00
12656,2011,6,12,7,19,13,23,1008,"NW",1.79,0,0,2011-06-12 07:00:00
12657,2011,6,12,8,15,13,24,1008,"NW",4.92,0,0,2011-06-12 08:00:00
12658,2011,6,12,9,12,13,26,1008,"NW",8.05,0,0,2011-06-12 09:00:00
12659,2011,6,12,10,11,10,29,1007,"NW",12.07,0,0,2011-06-12 10:00:00
12660,2011,6,12,11,10,10,30,1007,"NW",15.2,0,0,2011-06-12 11:00:00
12661,2011,6,12,12,11,9,32,1007,"NW",18.33,0,0,2011-06-12 12:00:00
12662,2011,6,12,13,13,9,32,1006,"NW",22.35,0,0,2011-06-12 13:00:00
12663,2011,6,12,14,22,9,33,1005,"cv",3.13,0,0,2011-06-12 14:00:00
12664,2011,6,12,15,15,9,35,1004,"cv",4.92,0,0,2011-06-12 15:00:00
12665,2011,6,12,16,14,8,34,1004,"cv",5.81,0,0,2011-06-12 16:00:00
12666,2011,6,12,17,17,10,33,1003,"SE",3.13,0,0,2011-06-12 17:00:00
12667,2011,6,12,18,46,12,31,1004,"SE",6.26,0,0,2011-06-12 18:00:00
12668,2011,6,12,19,48,12,30,1004,"SE",11.18,0,0,2011-06-12 19:00:00
12669,2011,6,12,20,49,12,29,1005,"SE",14.31,0,0,2011-06-12 20:00:00
12670,2011,6,12,21,39,13,27,1006,"SE",17.44,0,0,2011-06-12 21:00:00
12671,2011,6,12,22,34,16,25,1006,"SE",20.57,0,0,2011-06-12 22:00:00
12672,2011,6,12,23,45,16,23,1006,"NE",3.13,0,0,2011-06-12 23:00:00
12673,2011,6,13,0,52,16,23,1006,"SE",3.13,0,0,2011-06-13 00:00:00
12674,2011,6,13,1,63,16,23,1006,"SE",4.92,0,0,2011-06-13 01:00:00
12675,2011,6,13,2,79,17,21,1007,"cv",0.89,0,0,2011-06-13 02:00:00
12676,2011,6,13,3,85,17,20,1007,"cv",1.78,0,0,2011-06-13 03:00:00
12677,2011,6,13,4,95,17,19,1007,"SE",1.79,0,0,2011-06-13 04:00:00
12678,2011,6,13,5,96,17,19,1007,"cv",0.89,0,0,2011-06-13 05:00:00
12679,2011,6,13,6,98,17,20,1008,"cv",1.78,0,0,2011-06-13 06:00:00
12680,2011,6,13,7,117,17,23,1008,"SE",1.79,0,0,2011-06-13 07:00:00
12681,2011,6,13,8,119,17,23,1008,"SE",3.58,0,0,2011-06-13 08:00:00
12682,2011,6,13,9,103,17,26,1008,"SE",5.37,0,0,2011-06-13 09:00:00
12683,2011,6,13,10,98,18,27,1007,"cv",1.79,0,0,2011-06-13 10:00:00
12684,2011,6,13,11,96,17,29,1007,"SE",3.13,0,0,2011-06-13 11:00:00
12685,2011,6,13,12,98,17,29,1007,"SE",6.26,0,0,2011-06-13 12:00:00
12686,2011,6,13,13,95,16,31,1006,"SE",9.39,0,0,2011-06-13 13:00:00
12687,2011,6,13,14,88,15,32,1005,"cv",1.79,0,0,2011-06-13 14:00:00
12688,2011,6,13,15,83,14,34,1004,"SE",3.13,0,0,2011-06-13 15:00:00
12689,2011,6,13,16,69,14,34,1004,"SE",6.26,0,0,2011-06-13 16:00:00
12690,2011,6,13,17,65,13,34,1003,"SE",9.39,0,0,2011-06-13 17:00:00
12691,2011,6,13,18,63,15,32,1002,"SE",13.41,0,0,2011-06-13 18:00:00
12692,2011,6,13,19,45,16,31,1003,"SE",16.54,0,0,2011-06-13 19:00:00
12693,2011,6,13,20,70,17,28,1003,"SE",18.33,0,0,2011-06-13 20:00:00
12694,2011,6,13,21,63,19,28,1004,"SE",22.35,0,0,2011-06-13 21:00:00
12695,2011,6,13,22,116,19,26,1005,"SE",24.14,0,0,2011-06-13 22:00:00
12696,2011,6,13,23,127,19,25,1004,"SE",27.27,0,0,2011-06-13 23:00:00
12697,2011,6,14,0,132,18,25,1004,"SE",31.29,0,0,2011-06-14 00:00:00
12698,2011,6,14,1,147,17,23,1004,"SE",34.42,0,0,2011-06-14 01:00:00
12699,2011,6,14,2,156,17,23,1004,"SE",37.55,0,0,2011-06-14 02:00:00
12700,2011,6,14,3,125,16,22,1004,"cv",0.89,0,0,2011-06-14 03:00:00
12701,2011,6,14,4,100,16,22,1004,"cv",1.78,0,0,2011-06-14 04:00:00
12702,2011,6,14,5,93,16,21,1004,"SE",1.79,0,0,2011-06-14 05:00:00
12703,2011,6,14,6,94,16,22,1004,"SE",3.58,0,0,2011-06-14 06:00:00
12704,2011,6,14,7,94,16,24,1004,"SE",5.37,0,0,2011-06-14 07:00:00
12705,2011,6,14,8,133,16,26,1004,"SE",7.16,0,0,2011-06-14 08:00:00
12706,2011,6,14,9,153,16,28,1004,"SE",8.95,0,0,2011-06-14 09:00:00
12707,2011,6,14,10,187,16,30,1004,"cv",1.79,0,0,2011-06-14 10:00:00
12708,2011,6,14,11,195,16,31,1003,"SE",3.13,0,0,2011-06-14 11:00:00
12709,2011,6,14,12,205,17,31,1003,"SE",7.15,0,0,2011-06-14 12:00:00
12710,2011,6,14,13,234,17,33,1002,"SE",11.17,0,0,2011-06-14 13:00:00
12711,2011,6,14,14,236,17,34,1001,"SE",18.32,0,0,2011-06-14 14:00:00
12712,2011,6,14,15,231,17,34,1000,"SE",24.13,0,0,2011-06-14 15:00:00
12713,2011,6,14,16,220,19,34,1000,"SE",29.94,0,0,2011-06-14 16:00:00
12714,2011,6,14,17,175,15,33,1000,"SE",35.75,0,0,2011-06-14 17:00:00
12715,2011,6,14,18,146,14,32,1000,"SE",38.88,0,1,2011-06-14 18:00:00
12716,2011,6,14,19,151,17,31,1001,"cv",0.89,0,2,2011-06-14 19:00:00
12717,2011,6,14,20,141,16,27,1002,"SE",4.02,0,3,2011-06-14 20:00:00
12718,2011,6,14,21,142,20,23,1003,"NW",4.92,0,5,2011-06-14 21:00:00
12719,2011,6,14,22,123,19,23,1003,"NW",8.05,0,0,2011-06-14 22:00:00
12720,2011,6,14,23,78,19,23,1003,"NW",12.07,0,0,2011-06-14 23:00:00
12721,2011,6,15,0,54,20,22,1002,"NE",1.79,0,0,2011-06-15 00:00:00
12722,2011,6,15,1,71,20,22,1002,"SE",1.79,0,0,2011-06-15 01:00:00
12723,2011,6,15,2,106,19,21,1002,"cv",0.89,0,0,2011-06-15 02:00:00
12724,2011,6,15,3,128,19,21,1001,"cv",1.78,0,0,2011-06-15 03:00:00
12725,2011,6,15,4,124,19,21,1002,"SE",0.89,0,0,2011-06-15 04:00:00
12726,2011,6,15,5,135,19,21,1002,"cv",0.89,0,0,2011-06-15 05:00:00
12727,2011,6,15,6,167,20,21,1003,"cv",1.78,0,0,2011-06-15 06:00:00
12728,2011,6,15,7,165,19,23,1003,"cv",2.67,0,0,2011-06-15 07:00:00
12729,2011,6,15,8,171,19,24,1003,"SE",1.79,0,0,2011-06-15 08:00:00
12730,2011,6,15,9,170,20,25,1003,"SE",4.92,0,0,2011-06-15 09:00:00
12731,2011,6,15,10,156,20,27,1003,"SE",8.05,0,0,2011-06-15 10:00:00
12732,2011,6,15,11,167,20,29,1003,"SE",11.18,0,0,2011-06-15 11:00:00
12733,2011,6,15,12,175,21,30,1003,"SE",14.31,0,0,2011-06-15 12:00:00
12734,2011,6,15,13,164,20,31,1002,"SE",20.12,0,0,2011-06-15 13:00:00
12735,2011,6,15,14,153,20,30,1001,"SE",25.93,0,0,2011-06-15 14:00:00
12736,2011,6,15,15,152,20,29,1001,"SE",31.74,0,0,2011-06-15 15:00:00
12737,2011,6,15,16,158,20,29,1001,"SE",35.76,0,1,2011-06-15 16:00:00
12738,2011,6,15,17,144,18,29,1001,"SE",39.78,0,0,2011-06-15 17:00:00
12739,2011,6,15,18,142,15,28,1001,"SE",42.91,0,1,2011-06-15 18:00:00
12740,2011,6,15,19,135,19,21,1004,"NE",5.81,0,2,2011-06-15 19:00:00
12741,2011,6,15,20,165,18,21,1003,"SE",4.02,0,0,2011-06-15 20:00:00
12742,2011,6,15,21,198,17,22,1004,"cv",0.89,0,0,2011-06-15 21:00:00
12743,2011,6,15,22,195,17,22,1005,"cv",1.78,0,0,2011-06-15 22:00:00
12744,2011,6,15,23,138,18,21,1005,"cv",2.67,0,1,2011-06-15 23:00:00
12745,2011,6,16,0,154,18,21,1004,"NW",1.79,0,2,2011-06-16 00:00:00
12746,2011,6,16,1,192,19,21,1005,"NW",4.92,0,3,2011-06-16 01:00:00
12747,2011,6,16,2,177,16,21,1005,"NW",10.73,0,0,2011-06-16 02:00:00
12748,2011,6,16,3,120,16,21,1005,"NW",14.75,0,0,2011-06-16 03:00:00
12749,2011,6,16,4,96,17,20,1006,"cv",0.89,0,0,2011-06-16 04:00:00
12750,2011,6,16,5,80,17,18,1006,"cv",1.78,0,0,2011-06-16 05:00:00
12751,2011,6,16,6,91,17,18,1006,"NW",1.79,0,0,2011-06-16 06:00:00
12752,2011,6,16,7,76,17,19,1006,"cv",0.89,0,0,2011-06-16 07:00:00
12753,2011,6,16,8,69,17,20,1007,"cv",1.78,0,0,2011-06-16 08:00:00
12754,2011,6,16,9,69,17,20,1007,"cv",2.67,0,0,2011-06-16 09:00:00
12755,2011,6,16,10,80,16,21,1007,"SE",1.79,0,0,2011-06-16 10:00:00
12756,2011,6,16,11,95,17,22,1007,"NE",3.13,0,0,2011-06-16 11:00:00
12757,2011,6,16,12,95,17,22,1006,"SE",3.13,0,0,2011-06-16 12:00:00
12758,2011,6,16,13,97,17,23,1006,"SE",6.26,0,0,2011-06-16 13:00:00
