,Category,LivingArea,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,LotSize,DaysOnMarket,Lat,Lng,Population,avgAge,below15,below24,below44,below64,below65,AvgIncome,below50000,below80000,below100000,below150000,above150001,avgSize,totalHouse,size1,size2,size3,size4,size5,totalFam,Children,NoChildren,Single,Unemploy,Owner,Renter,totaldwelling,before1960,before1980,before1990,before2000,before2005,before2011,University,College,Secondary,Apprentice,No,NonImmigrant,Immigrant,french,English,Others
4658,Condominium,1055.0,"4395, rue AndrÀ_-Laurendeau, app. 2 Montreal",2014.0,342000.0,333000.0,20140502.0,2.0,1.0,,10.0,45.457929,-73.588399,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4659,Condominium,977.0,"201-3444, place Joseph-N. Drapeau Montreal",2014.0,274900.0,267000.0,20140614.0,2.0,1.0,,49.0,45.548764,-73.560125,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4660,Condominium,879.0,"109-7140, rue Alexandra Montreal",2014.0,307500.0,298000.0,20140916.0,2.0,1.0,,90.0,45.532112,-73.619744,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4661,Condominium,801.0,"302-1010, boulevard Rosemont Montreal",2014.0,275000.0,255000.0,20140709.0,2.0,1.0,,55.0,45.534368,-73.595315,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4662,Condominium,1130.0,"2478, rue Beaubien Est Montreal",2014.0,429000.0,421000.0,20140725.0,2.0,2.0,2000.0,43.0,45.548536,-73.59174300000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4663,Condominium,940.0,3462 Place Joseph-N.-Drapeau Montreal,2007.0,179000.0,169000.0,20070303.0,1.0,1.0,,3.0,45.548814,-73.560229,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4664,Condominium,930.0,"6769, avenue Christophe-Colomb Montreal",2014.0,375000.0,360000.0,20140810.0,2.0,1.0,810.0,17.0,45.539808,-73.605878,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4665,Condominium,2345.0,"7104, rue Waverly Montreal",2014.0,765000.0,735000.0,20140623.0,2.0,2.0,,11.0,45.532267,-73.618588,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4666,Condominium,1017.0,"305-6717, avenue Christophe-Colomb Montreal",2014.0,349900.0,352000.0,20140715.0,2.0,1.0,,10.0,45.53954,-73.605133,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4667,Condominium,1023.0,"6627, rue d'Iberville Montreal",2014.0,339000.0,327500.0,20140703.0,2.0,1.0,,11.0,45.549951,-73.593652,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4668,Condominium,1460.0,6009 3e avenue Montreal,2007.0,314500.0,310000.0,20070704.0,2.0,1.0,2650.0,90.0,45.550031,-73.585577,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4669,Condominium,910.0,"5666, rue de Normanville, unitÀ_ 202 Montreal",2014.0,325000.0,315000.0,20140813.0,3.0,1.0,,2.0,0.0,0.0,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4670,Condominium,1600.0,"6562, rue Marquette Montreal",2014.0,550000.0,540000.0,20140922.0,3.0,2.0,,23.0,45.543087,-73.5984,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4671,Condominium,1055.0,"2-4355, rue AndrÀ_-Laurendeau Montreal",2014.0,349000.0,344000.0,20140821.0,2.0,1.0,,15.0,45.501689,-73.567256,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4672,Condominium,1210.0,"5-4637, rue de Chambly Montreal",2007.0,275000.0,265000.0,20070331.0,3.0,1.0,,12.0,45.552504,-73.563879,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4673,Condominium,1100.0,"5737, 3e avenue Montreal",2014.0,345000.0,355000.0,20140913.0,2.0,1.0,1350.0,8.0,45.548071,-73.581427,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4674,Condominium,1060.0,"3506, avenue Mont-Royal Est Montreal",2014.0,402900.0,386000.0,20141105.0,3.0,2.0,,90.0,45.550418,-73.563353,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4675,Condominium,1036.0,"6534, rue de la Roche Montreal",2014.0,327500.0,327500.0,20140817.0,2.0,1.0,,2.0,45.538923,-73.60163100000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4676,Condominium,925.0,"3-6638, rue Cartier Montreal",2014.0,222000.0,208000.0,20141008.0,2.0,1.0,2051.0,58.0,45.54461,-73.598261,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4677,Condominium,788.0,"301-1000, boulevard Rosemont Montreal",2014.0,282400.0,275000.0,20140930.0,2.0,1.0,,54.0,45.53416,-73.595619,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4678,Condominium,807.0,6230 des Ìärables Montreal,2007.0,217000.0,211500.0,20070802.0,2.0,1.0,,56.0,45.544733,-73.591059,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4679,Condominium,1137.0,6340 21Ì¬me Avenue # 403 Montreal,2007.0,265000.0,261000.0,20070512.0,2.0,1.0,,43.0,45.561188,-73.57847,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4680,Condominium,1080.0,"209-7026, rue Saint-AndrÀ_ Montreal",2014.0,315000.0,315000.0,20140910.0,2.0,1.0,,28.0,45.501689,-73.567256,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4681,Condominium,893.0,"6574, avenue Christophe-Colomb Montreal",2014.0,312000.0,305000.0,20140927.0,2.0,1.0,,38.0,45.538242,-73.602662,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4682,Condominium,695.0,"2-4355, boulevard Saint-Michel Montreal",2014.0,190000.0,185000.0,20141111.0,2.0,1.0,,58.0,45.548229,-73.563379,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4683,Condominium,832.0,"303-6541, boulevard St-Laurent Montreal",2014.0,334900.0,325000.0,20140926.0,1.0,2.0,,14.0,45.530609000000005,-73.609364,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4684,Condominium,862.0,"3090, avenue du Mont-Royal Est Montreal",2014.0,269900.0,269900.0,20141106.0,2.0,1.0,,42.0,45.545733,-73.56638000000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4685,Condominium,1567.0,"3111, avenue du Mont-Royal Est Montreal",2014.0,509000.0,500000.0,20141008.0,2.0,1.0,,14.0,45.54607,-73.566386,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4686,Condominium,1123.0,"401-5115, 8e avenue Montreal",2014.0,398000.0,393000.0,20141017.0,3.0,1.0,,15.0,45.430324,-73.605724,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4687,Condominium,,3145 Rue de la Fonderie Montreal,2007.0,173000.0,315000.0,20070415.0,2.0,1.0,,4.0,45.546603999999995,-73.56302,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4688,Condominium,945.0,"3536, avenue du Mont-Royal E Montreal",2014.0,219000.0,219000.0,20141114.0,2.0,1.0,240.0,35.0,45.550752,-73.56300300000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4689,Condominium,1025.0,"6879, rue Sagard Montreal",2014.0,423000.0,420000.0,20141026.0,5.0,2.0,1900.0,4.0,45.549405,-73.599691,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4690,Condominium,1063.0,4617 Rue Chambly Montreal,2007.0,209000.0,209000.0,20070524.0,2.0,1.0,,29.0,45.552381,-73.56352199999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4691,Condominium,1055.0,4515 Rue Andre-Laurendeau Montreal,2007.0,235000.0,227000.0,20070605.0,2.0,1.0,,10.0,45.544443,-73.56706700000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4692,Condominium,1180.0,4855 Rue De Chambly App. 2 Montreal,2008.0,259000.0,255000.0,20080113.0,3.0,1.0,,12.0,45.552867,-73.565152,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4693,Condominium,1050.0,4215 Rue Ernest-Gendreau Montreal,2007.0,224000.0,221000.0,20070616.0,2.0,1.0,,1.0,45.548869,-73.56185,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4694,Condominium,980.0,"5240, 7iÌ¬me Avenue Montreal",2007.0,189000.0,179000.0,20070920.0,2.0,1.0,1950.0,90.0,45.548233,-73.573542,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4695,Condominium,900.0,4574 Rue Euclide-Brien Montreal,2007.0,169000.0,,20070806.0,2.0,1.0,,33.0,45.549492,-73.56558299999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4696,Condominium,1050.0,5643 Rue Charlesmagne Montreal,2007.0,209000.0,205000.0,20070830.0,2.0,1.0,2075.0,56.0,45.559044,-73.572779,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4697,Condominium,1677.0,3143 Avenue Mont-Royal Est Montreal,2007.0,355000.0,350000.0,20070923.0,2.0,1.0,,75.0,45.546555,-73.566286,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4698,Condominium,1305.0,6564 Rue Boyer Condo 102 Montreal,2007.0,339000.0,339000.0,20070830.0,3.0,1.0,,49.0,45.501689,-73.567256,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4699,Condominium,1091.0,"3953, avenue Mont-Royal Est, condo 5 Montreal",2007.0,249000.0,237000.0,20070919.0,2.0,1.0,,35.0,45.501689,-73.567256,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4700,Condominium,662.0,6610 Saint-Vallier Montreal,2007.0,174000.0,174000.0,20071105.0,2.0,1.0,,66.0,45.535628,-73.606372,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4701,Condominium,1160.0,4678 Rue Henri-Deslongchamps App. 4 Montreal,2007.0,249000.0,242000.0,20070926.0,3.0,1.0,,36.0,45.553024,-73.564093,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4702,Condominium,1400.0,5657 Rue Des Ìärables Montreal,2007.0,345000.0,330000.0,20070917.0,3.0,1.0,,27.0,45.46678,-73.87620799999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4703,Condominium,960.0,3479 Rue william tremblay Condo 301 Montreal,2007.0,195900.0,,20071201.0,2.0,1.0,,84.0,45.501689,-73.567256,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4704,Condominium,1180.0,4690 rue Henri-Deslongchamps #2 Montreal,2008.0,238000.0,228000.0,20080119.0,3.0,1.0,,79.0,45.553354999999996,-73.56465,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4705,Condominium,1076.0,4584 Rue Euclide-Brien Montreal,2007.0,219900.0,215000.0,20071107.0,3.0,1.0,,34.0,45.549657,-73.565727,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4706,Condominium,931.0,6540 Avenue 29e Montreal,2008.0,174000.0,169000.0,20080609.0,2.0,1.0,2050.0,240.0,45.566915,-73.577202,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4707,Condominium,,Rue De Chambly Montreal,2007.0,,,20071022.0,,,,40.0,45.547768,-73.55149899999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4708,Condominium,1119.0,"2-3953, avenue du Mont-Royal Montreal",2008.0,226000.0,217000.0,20080130.0,2.0,1.0,,82.0,45.554561,-73.55994799999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4709,Condominium,896.0,"101-3690, rue Edmond Hamelin Montreal",2013.0,274900.0,264000.0,20130214.0,2.0,1.0,,62.0,45.552294,-73.56003100000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4710,Condominium,1189.0,4205 Rue Chambly App. 202 Montreal,2007.0,229000.0,225000.0,20071201.0,3.0,1.0,,51.0,45.550534999999996,-73.559628,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4711,Condominium,1200.0,3925 Avenue Mont-Royal est App. 4 Montreal,2007.0,294000.0,,20071210.0,2.0,1.0,,59.0,45.554322,-73.560112,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4712,Condominium,1150.0,4475 Rue AndrÌ©-Laurendeau App. 8 Montreal,2008.0,316000.0,,20080131.0,2.0,1.0,,90.0,45.544315999999995,-73.566661,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4713,Condominium,500.0,6386 Ave Des Ì©rables Montreal,2007.0,144500.0,90000.0,20071212.0,1.0,1.0,2838.0,51.0,45.545679,-73.5928,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4714,Condominium,1000.0,4352 Rue Ernest-Gendreau Montreal,2008.0,249000.0,240000.0,20080308.0,2.0,1.0,,120.0,45.549264,-73.562973,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4715,Condominium,1160.0,4838 Rue De Chambly App. 2 Montreal,2008.0,239000.0,234000.0,20080118.0,3.0,1.0,,77.0,45.55257,-73.56501800000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4716,Condominium,1050.0,4601 De Chambly Montreal,2008.0,239000.0,230000.0,20080206.0,2.0,1.0,,12.0,45.552254,-73.56308299999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4717,Condominium,893.0,4225 Rue de Chambly App. 301 Montreal,2008.0,195000.0,190000.0,20080118.0,2.0,1.0,,28.0,45.55064,-73.559882,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4718,Condominium,,4475 Rue AndrÌ©-Laurendeau App. 3 Montreal,2008.0,309000.0,,20080222.0,2.0,1.0,,72.0,45.544315999999995,-73.566661,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4719,Condominium,1129.0,3141 rue Mont-Royal Est Montreal,2008.0,279000.0,271500.0,20080118.0,2.0,1.0,,14.0,45.546488000000004,-73.566124,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4720,Condominium,878.0,4280 Rue De Chambly App. 302 Montreal,2008.0,194500.0,190500.0,20080121.0,2.0,1.0,,7.0,45.551,-73.56133299999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4721,Condominium,1450.0,"401-5500, place de jumonville Montreal",2008.0,398000.0,,20080521.0,3.0,2.0,,90.0,45.572967,-73.553241,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4722,Condominium,1137.0,6340 Avenue 21ieme Unit 103 Montreal,2009.0,249500.0,245500.0,20090211.0,2.0,1.0,,360.0,45.561188,-73.57847,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4723,Condominium,1205.0,4395 Rue AndrÌ©-Laurendeau App. 5 Montreal,2008.0,319000.0,,20080228.0,2.0,1.0,,21.0,45.544096,-73.565924,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4724,Condominium,2477.0,5639 Rue Christophe-Colomb Montreal,2008.0,295000.0,283000.0,20080331.0,,,,55.0,45.533938,-73.592686,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4725,Condominium,1332.0,4843 Rue De Chambly App. 3 Montreal,2008.0,289000.0,289000.0,20080205.0,3.0,1.0,,3.0,45.552873,-73.56505899999999,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4726,Condominium,865.0,"5345, 2 Eme Avenue Montreal",2008.0,,,20080208.0,2.0,1.0,,8.0,45.545728999999994,-73.575149,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4727,Condominium,912.0,4860 Avenue 6e Montreal,2008.0,215000.0,212500.0,20080210.0,2.0,1.0,,2.0,45.546289,-73.569265,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4728,Condominium,1179.0,6340 21E Avenue Suite 404 Montreal,2008.0,268000.0,265000.0,20080313.0,2.0,1.0,,27.0,45.561188,-73.57847,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4729,Condominium,1150.0,3431 Rue William-Tremblay Montreal,2008.0,228000.0,215000.0,20080318.0,3.0,1.0,,27.0,45.548423,-73.56140500000001,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4730,Condominium,1035.0,6614 Avenue de chateaubriand Montreal,2008.0,269000.0,265000.0,20080512.0,2.0,1.0,,75.0,45.53634,-73.605825,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4731,Condominium,804.0,5947 Rue Louis-HÌ©mon Montreal,2008.0,209000.0,204000.0,20080620.0,2.0,1.0,2625.0,90.0,45.544907,-73.589026,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4732,Condominium,1260.0,3064 Mont-Royal Est Montreal,2008.0,299000.0,292000.0,20080307.0,2.0,1.0,,1.0,45.545390000000005,-73.566742,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4733,Condominium,862.0,3238 Rue Mont-Royal Est Montreal,2008.0,195000.0,,20080515.0,2.0,1.0,,67.0,45.547703999999996,-73.565155,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
4734,Condominium,1059.0,4515 AndrÌ©-Laurendeau condo 8 Montreal,2008.0,329900.0,,20080403.0,2.0,1.0,,14.0,45.501689,-73.567256,134000.0,40,13,11,36,26,14,48216.0,63,22,7,6,2,1.8,71705,49,30,11,9,1,31425,34,44,22,8,28,72,71120,60,25,7,4,2,2,36,17,18,11,18,77,23,83,6,11
