"numeropol","somme_couts","province"
18083,0,"Saskatchewan"
18086,2491.80745342,"Ontario"
18086,0,"Ontario"
18086,0,"Ontario"
18086,0,"Ontario"
18086,0,"Ontario"
18086,0,"Ontario"
18088,1261.1180124,"Nova Scotia"
18088,0,"Nova Scotia"
18088,0,"Nova Scotia"
18088,0,"Nova Scotia"
18099,0,"New Brunswick"
18099,0,"New Brunswick"
18099,0,"New Brunswick"
18114,0,"British Columbia"
18114,0,"British Columbia"
18115,0,"Nova Scotia"
18115,0,"Nova Scotia"
18115,0,"Nova Scotia"
18115,0,"Nova Scotia"
18115,0,"Nova Scotia"
18115,0,"Nova Scotia"
18115,0,"Nova Scotia"
18120,0,"Prince Edward Island"
18120,0,"Prince Edward Island"
18120,0,"Prince Edward Island"
18139,143.93167702,"Nunavut"
18139,0,"Nunavut"
18139,0,"Nunavut"
18140,0,"Alberta"
18140,0,"Alberta"
18140,0,"Alberta"
18140,0,"Alberta"
18142,0,"British Columbia"
18142,0,"British Columbia"
18142,307.94409938,"British Columbia"
18142,0,"British Columbia"
18142,360.0931677,"British Columbia"
18142,903.50310559,"British Columbia"
18142,0,"British Columbia"
18153,77.788819876,"Saskatchewan"
18182,0,"Manitoba"
18182,123.94409938,"Manitoba"
18182,0,"Manitoba"
18182,0,"Manitoba"
18182,0,"Manitoba"
18185,0,"Saskatchewan"
18185,0,"Saskatchewan"
18185,0,"Saskatchewan"
18185,0,"Saskatchewan"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18189,0,"Nunavut"
18196,0,"British Columbia"
18196,0,"British Columbia"
18196,774.937888203,"British Columbia"
18196,6351.981366452,"British Columbia"
18196,37.720496894,"British Columbia"
18197,518.88198758,"Alberta"
18205,0,"Nova Scotia"
18205,0,"Nova Scotia"
18205,0,"Nova Scotia"
18205,1244.8385093,"Nova Scotia"
18205,0,"Nova Scotia"
18205,0,"Nova Scotia"
18205,0,"Nova Scotia"
18213,0,"Newfoundland and Labrador"
18213,0,"Newfoundland and Labrador"
18218,0,"New Brunswick"
18218,0,"New Brunswick"
18218,484.71428571,"New Brunswick"
18227,10.254658385,"Quebec"
18227,284.67701863,"Quebec"
18227,0,"Quebec"
18243,0,"Nunavut"
18243,0,"Nunavut"
18243,0,"Nunavut"
18243,0,"Nunavut"
18243,5882.9751553,"Nunavut"
18243,0,"Nunavut"
18243,1295.29813663,"Nunavut"
18249,0,"New Brunswick"
18249,0,"New Brunswick"
18249,0,"New Brunswick"
18249,0,"New Brunswick"
18249,0,"New Brunswick"
18254,0,"Northwest Territories"
18254,0,"Northwest Territories"
18254,0,"Northwest Territories"
18254,0,"Northwest Territories"
18254,0,"Northwest Territories"
18269,0,"Yukon Territory"
18269,0,"Yukon Territory"
18269,0,"Yukon Territory"
18283,0,"Saskatchewan"
18292,0,"Manitoba"
18292,0,"Manitoba"
18292,0,"Manitoba"
18300,0,"British Columbia"
18300,0,"British Columbia"
18303,0,"Saskatchewan"
18303,0,"Saskatchewan"
18303,0,"Saskatchewan"
18303,0,"Saskatchewan"
18303,0,"Saskatchewan"
18303,0,"Saskatchewan"
18303,0,"Saskatchewan"
18305,0,"Saskatchewan"
18305,0,"Saskatchewan"
18305,0,"Saskatchewan"
18313,652.70186335,"Manitoba"
18313,1577.3726708,"Manitoba"
18313,705.31055901,"Manitoba"
18321,0,"Prince Edward Island"
18321,1495.8447205,"Prince Edward Island"
18321,551.52795031,"Prince Edward Island"
18321,0,"Prince Edward Island"
18321,0,"Prince Edward Island"
18321,0,"Prince Edward Island"
18321,355.55279503,"Prince Edward Island"
18321,0,"Prince Edward Island"
18325,0,"New Brunswick"
18325,0,"New Brunswick"
18325,0,"New Brunswick"
18325,0,"New Brunswick"
18325,0,"New Brunswick"
18325,0,"New Brunswick"
18325,0,"New Brunswick"
18326,0,"New Brunswick"
18326,0,"New Brunswick"
18333,0,"Nunavut"
18345,0,"Alberta"
18345,0,"Alberta"
18345,0,"Alberta"
18345,0,"Alberta"
18375,1754.47204968,"Manitoba"
18375,0,"Manitoba"
18375,0,"Manitoba"
18389,0,"New Brunswick"
18389,0,"New Brunswick"
18389,0,"New Brunswick"
18389,0,"New Brunswick"
18389,0,"New Brunswick"
18389,0,"New Brunswick"
18392,0,"Yukon Territory"
18392,614.45341615,"Yukon Territory"
18392,0,"Yukon Territory"
18392,0,"Yukon Territory"
18392,184.76397516,"Yukon Territory"
18392,0,"Yukon Territory"
18392,0,"Yukon Territory"
18392,0,"Yukon Territory"
18392,11288.819876,"Yukon Territory"
18392,0,"Yukon Territory"
18392,1407.2981366,"Yukon Territory"
18396,0,"New Brunswick"
18396,0,"New Brunswick"
18396,0,"New Brunswick"
18401,0,"Northwest Territories"
18422,0,"Newfoundland and Labrador"
18422,0,"Newfoundland and Labrador"
18422,0,"Newfoundland and Labrador"
18422,834.77018634,"Newfoundland and Labrador"
18430,0,"Manitoba"
18430,142.63975155,"Manitoba"
18430,0,"Manitoba"
18430,1157.8012422,"Manitoba"
18430,0,"Manitoba"
18430,0,"Manitoba"
18436,0,"Yukon Territory"
18436,0,"Yukon Territory"
18436,768.96273292,"Yukon Territory"
18436,0,"Yukon Territory"
18436,0,"Yukon Territory"
18436,0,"Yukon Territory"
18436,725.26708075,"Yukon Territory"
18436,0,"Yukon Territory"
18437,7448.6149068,"Yukon Territory"
18454,0,"Nova Scotia"
18454,0,"Nova Scotia"
18454,0,"Nova Scotia"
18454,46415.956522,"Nova Scotia"
18454,1915.8012422,"Nova Scotia"
18454,0,"Nova Scotia"
18454,0,"Nova Scotia"
18456,0,"Newfoundland and Labrador"
18456,0,"Newfoundland and Labrador"
18456,0,"Newfoundland and Labrador"
18456,0,"Newfoundland and Labrador"
18456,57.695652174,"Newfoundland and Labrador"
18456,0,"Newfoundland and Labrador"
18456,0,"Newfoundland and Labrador"
18461,0,"New Brunswick"
18461,0,"New Brunswick"
18461,0,"New Brunswick"
18461,0,"New Brunswick"
18461,787.36024845,"New Brunswick"
18461,0,"New Brunswick"
18463,0,"Prince Edward Island"
18463,0,"Prince Edward Island"
18463,0,"Prince Edward Island"
18463,597.25465839,"Prince Edward Island"
18463,0,"Prince Edward Island"
18463,0,"Prince Edward Island"
18463,0,"Prince Edward Island"
18466,0,"Ontario"
18466,716.98136646,"Ontario"
18466,0,"Ontario"
18482,0,"Newfoundland and Labrador"
18482,0,"Newfoundland and Labrador"
18482,0,"Newfoundland and Labrador"
18482,150.64596273,"Newfoundland and Labrador"
18482,754.60869565,"Newfoundland and Labrador"
18482,901.77639752,"Newfoundland and Labrador"
18482,0,"Newfoundland and Labrador"
18482,0,"Newfoundland and Labrador"
18490,0,"Newfoundland and Labrador"
18490,0,"Newfoundland and Labrador"
18490,0,"Newfoundland and Labrador"
18490,0,"Newfoundland and Labrador"
18492,0,"Quebec"
18492,0,"Quebec"
18492,0,"Quebec"
18492,15925.608696,"Quebec"
18492,0,"Quebec"
18492,0,"Quebec"
18519,3230.4223602,"Ontario"
18519,0,"Ontario"
18519,0,"Ontario"
18519,0,"Ontario"
18519,0,"Ontario"
18526,0,"New Brunswick"
18526,0,"New Brunswick"
18526,0,"New Brunswick"
18526,8501.931677,"New Brunswick"
18526,0,"New Brunswick"
18526,0,"New Brunswick"
18526,0,"New Brunswick"
18530,0,"Alberta"
18530,0,"Alberta"
18530,0,"Alberta"
18530,0,"Alberta"
18530,0,"Alberta"
18530,0,"Alberta"
18530,0,"Alberta"
18530,0,"Alberta"
18537,0,"Nunavut"
18537,0,"Nunavut"
18537,0,"Nunavut"
18540,0,"Nova Scotia"
18540,0,"Nova Scotia"
18540,0,"Nova Scotia"
18540,0,"Nova Scotia"
18540,0,"Nova Scotia"
18540,0,"Nova Scotia"
18540,0,"Nova Scotia"
18542,183.19254658,"Saskatchewan"
18542,0,"Saskatchewan"
18542,439.62111801,"Saskatchewan"
18547,0,"New Brunswick"
18549,0,"British Columbia"
18576,177.71428571,"New Brunswick"
18576,23.217391304,"New Brunswick"
18576,0,"New Brunswick"
18576,0,"New Brunswick"
18597,0,"Yukon Territory"
18597,0,"Yukon Territory"
18597,0,"Yukon Territory"
18597,32189.84472,"Yukon Territory"
18597,320.41614907,"Yukon Territory"
18597,1085.757764,"Yukon Territory"
18597,0,"Yukon Territory"
18597,0,"Yukon Territory"
18600,0,"Newfoundland and Labrador"
18600,0,"Newfoundland and Labrador"
18600,170.70807453,"Newfoundland and Labrador"
18609,0,"New Brunswick"
18609,0,"New Brunswick"
18609,0,"New Brunswick"
18609,0,"New Brunswick"
18609,0,"New Brunswick"
18609,240131.69565,"New Brunswick"
18609,0,"New Brunswick"
18609,0,"New Brunswick"
18622,0,"Yukon Territory"
18625,0,"Ontario"
18625,0,"Ontario"
18625,4379.4658385,"Ontario"
18625,1462.7204969,"Ontario"
18625,380.04968944,"Ontario"
18625,18477.08074503,"Ontario"
18625,0,"Ontario"
18625,0,"Ontario"
18641,0,"New Brunswick"
18661,0,"Ontario"
18662,0,"Northwest Territories"
18662,0,"Northwest Territories"
18662,0,"Northwest Territories"
18662,0,"Northwest Territories"
18662,0,"Northwest Territories"
18662,0,"Northwest Territories"
18670,0,"Ontario"
18670,2160.1863354,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18670,0,"Ontario"
18675,0,"Newfoundland and Labrador"
18684,0,"Quebec"
18701,0,"Nova Scotia"
18701,0,"Nova Scotia"
18701,560.76397516,"Nova Scotia"
18706,0,"Prince Edward Island"
18706,0,"Prince Edward Island"
18707,0,"Quebec"
18707,0,"Quebec"
18707,0,"Quebec"
18707,0,"Quebec"
18707,0,"Quebec"
18707,0,"Quebec"
18720,0,"New Brunswick"
18720,0,"New Brunswick"
18720,0,"New Brunswick"
18720,0,"New Brunswick"
18729,941.50310559,"British Columbia"
18729,286.0621118,"British Columbia"
18729,0,"British Columbia"
18729,0,"British Columbia"
18737,0,"British Columbia"
18737,0,"British Columbia"
18737,0,"British Columbia"
18749,0,"Quebec"
18749,0,"Quebec"
18749,0,"Quebec"
18749,153.9689441,"Quebec"
18749,0,"Quebec"
18775,0,"Quebec"
18775,0,"Quebec"
18775,0,"Quebec"
18775,0,"Quebec"
18775,0,"Quebec"
18775,0,"Quebec"
18775,40996.590062,"Quebec"
18775,0,"Quebec"
18775,0,"Quebec"
18784,1234.46583851,"Yukon Territory"
18784,0,"Yukon Territory"
18784,0,"Yukon Territory"
18784,0,"Yukon Territory"
18784,0,"Yukon Territory"
18784,1440.6335404,"Yukon Territory"
18792,0,"Nunavut"
18792,0,"Nunavut"
18792,0,"Nunavut"
18792,0,"Nunavut"
18792,0,"Nunavut"
18792,0,"Nunavut"
18792,168.13664596,"Nunavut"
18799,0,"New Brunswick"
18799,0,"New Brunswick"
18799,801.2484472,"New Brunswick"
18814,502.44099379,"Manitoba"
18814,0,"Manitoba"
18814,0,"Manitoba"
18814,0,"Manitoba"
18814,2544.7888199,"Manitoba"
18814,0,"Manitoba"
18824,0,"Nunavut"
18824,0,"Nunavut"
18824,0,"Nunavut"
18824,0,"Nunavut"
18824,0,"Nunavut"
18824,0,"Nunavut"
18824,999.57763975,"Nunavut"
18824,4055.85714283,"Nunavut"
18824,0,"Nunavut"
18824,0,"Nunavut"
18834,0,"Alberta"
18834,0,"Alberta"
18834,0,"Alberta"
18834,0,"Alberta"
18834,209.04968944,"Alberta"
18834,0,"Alberta"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18837,450.04347826,"Northwest Territories"
18837,827.40993789,"Northwest Territories"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18837,0,"Northwest Territories"
18841,0,"Nunavut"
18841,0,"Nunavut"
18841,0,"Nunavut"
18841,0,"Nunavut"
18841,0,"Nunavut"
18843,0,"Northwest Territories"
18843,0,"Northwest Territories"
18843,961.72049689,"Northwest Territories"
18843,0,"Northwest Territories"
18843,0,"Northwest Territories"
18843,0,"Northwest Territories"
18843,0,"Northwest Territories"
18845,0,"Newfoundland and Labrador"
18850,0,"Nunavut"
18850,313.22360248,"Nunavut"
18850,0,"Nunavut"
18850,0,"Nunavut"
18850,1352.2608696,"Nunavut"
18850,0,"Nunavut"
18859,0,"Nova Scotia"
18859,1044.757764,"Nova Scotia"
18859,78813.776398,"Nova Scotia"
18859,212.88198758,"Nova Scotia"
18859,0,"Nova Scotia"
18859,0,"Nova Scotia"
18859,0,"Nova Scotia"
18859,0,"Nova Scotia"
18863,0,"Ontario"
18863,1504.93167702,"Ontario"
18864,0,"New Brunswick"
18864,0,"New Brunswick"
18873,0,"Yukon Territory"
18873,0,"Yukon Territory"
18873,0,"Yukon Territory"
18873,0,"Yukon Territory"
18873,0,"Yukon Territory"
18873,0,"Yukon Territory"
18873,0,"Yukon Territory"
18882,0,"Ontario"
18882,158.72670807,"Ontario"
18882,0,"Ontario"
18882,0,"Ontario"
18882,0,"Ontario"
18882,6211.1801242,"Ontario"
18884,0,"Ontario"
18884,0,"Ontario"
18884,2488.4223602,"Ontario"
18884,0,"Ontario"
18884,0,"Ontario"
18884,0,"Ontario"
18884,0,"Ontario"
18895,0,"Nova Scotia"
18895,0,"Nova Scotia"
18903,0,"Saskatchewan"
18903,0,"Saskatchewan"
18903,0,"Saskatchewan"
18903,0,"Saskatchewan"
18903,0,"Saskatchewan"
18903,0,"Saskatchewan"
18916,0,"Quebec"
18916,0,"Quebec"
18939,0,"Prince Edward Island"
18939,0,"Prince Edward Island"
18939,0,"Prince Edward Island"
18939,0,"Prince Edward Island"
18950,0,"Yukon Territory"
18950,0,"Yukon Territory"
18950,64.00621118,"Yukon Territory"
18950,0,"Yukon Territory"
18950,2064.6459627,"Yukon Territory"
18954,0,"Ontario"
18954,0,"Ontario"
18954,0,"Ontario"
18954,0,"Ontario"
19000,0,"Saskatchewan"
19000,0,"Saskatchewan"
19000,2594.3850932,"Saskatchewan"
19003,0,"New Brunswick"
19003,195.55900621,"New Brunswick"
19003,0,"New Brunswick"
19003,0,"New Brunswick"
19003,202.16149068,"New Brunswick"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19007,0,"Northwest Territories"
19012,0,"Quebec"
19025,0,"Newfoundland and Labrador"
19025,0,"Newfoundland and Labrador"
19025,0,"Newfoundland and Labrador"
19025,0,"Newfoundland and Labrador"
19025,0,"Newfoundland and Labrador"
19025,0,"Newfoundland and Labrador"
19025,317.65838509,"Newfoundland and Labrador"
19036,0,"Prince Edward Island"
19036,0,"Prince Edward Island"
19036,420.60248447,"Prince Edward Island"
19061,0,"Alberta"
19061,0,"Alberta"
19061,0,"Alberta"
19061,5905.664596299,"Alberta"
19061,0,"Alberta"
19061,0,"Alberta"
19062,0,"Manitoba"
19062,0,"Manitoba"
19062,0,"Manitoba"
19062,0,"Manitoba"
19062,0,"Manitoba"
19062,1348.173913,"Manitoba"
19063,201.05590062,"Prince Edward Island"
19063,0,"Prince Edward Island"
19065,0,"British Columbia"
19065,0,"British Columbia"
19065,0,"British Columbia"
19065,0,"British Columbia"
19065,174.49689441,"British Columbia"
19065,0,"British Columbia"
19065,0,"British Columbia"
19065,0,"British Columbia"
19065,0,"British Columbia"
19065,0,"British Columbia"
19068,1604.62732918,"Ontario"
19068,401.17391304,"Ontario"
19068,0,"Ontario"
19068,0,"Ontario"
19069,923.82608696,"New Brunswick"
19105,0,"New Brunswick"
19105,0,"New Brunswick"
19113,183.22360248,"Nova Scotia"
19113,0,"Nova Scotia"
19113,0,"Nova Scotia"
19113,0,"Nova Scotia"
19113,0,"Nova Scotia"
19113,0,"Nova Scotia"
19113,0,"Nova Scotia"
19113,0,"Nova Scotia"
19116,0,"Manitoba"
19116,0,"Manitoba"
19116,0,"Manitoba"
19126,0,"Newfoundland and Labrador"
19126,0,"Newfoundland and Labrador"
19136,6964.1118012,"New Brunswick"
19137,0,"Nunavut"
19137,172.27950311,"Nunavut"
19137,963.59627329,"Nunavut"
19137,0,"Nunavut"
19137,6273.2919255,"Nunavut"
19137,0,"Nunavut"
19140,384.92546584,"Nunavut"
19140,0,"Nunavut"
19140,0,"Nunavut"
19140,0,"Nunavut"
19141,0,"New Brunswick"
19141,0,"New Brunswick"
19141,332.80745342,"New Brunswick"
19150,0,"Quebec"
19154,0,"Manitoba"
19154,0,"Manitoba"
19154,513.78881988,"Manitoba"
19170,0,"Saskatchewan"
19170,8250.5093168,"Saskatchewan"
19170,0,"Saskatchewan"
19170,2649.0869565,"Saskatchewan"
19170,0,"Saskatchewan"
19171,0,"New Brunswick"
19171,567.89440994,"New Brunswick"
19171,0,"New Brunswick"
19171,0,"New Brunswick"
19171,4679.29192544,"New Brunswick"
19173,0,"New Brunswick"
19173,0,"New Brunswick"
19173,0,"New Brunswick"
19173,0,"New Brunswick"
19176,511.65838509,"British Columbia"
19176,0,"British Columbia"
19176,0,"British Columbia"
19176,0,"British Columbia"
19176,0,"British Columbia"
19176,0,"British Columbia"
19176,0,"British Columbia"
19182,0,"Manitoba"
19182,0,"Manitoba"
19182,0,"Manitoba"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19186,0,"Yukon Territory"
19191,0,"Nova Scotia"
19191,0,"Nova Scotia"
19191,0,"Nova Scotia"
19191,0,"Nova Scotia"
19191,0,"Nova Scotia"
19191,0,"Nova Scotia"
19191,0,"Nova Scotia"
19193,0,"New Brunswick"
19193,0,"New Brunswick"
19193,0,"New Brunswick"
19193,0,"New Brunswick"
19193,0,"New Brunswick"
19193,31143.832298,"New Brunswick"
19193,0,"New Brunswick"
19193,2429.69565213,"New Brunswick"
19193,0,"New Brunswick"
19193,0,"New Brunswick"
19196,0,"Ontario"
19196,0,"Ontario"
19196,0,"Ontario"
19196,0,"Ontario"
19208,769.85714286,"Alberta"
19208,0,"Alberta"
19214,0,"Ontario"
19214,0,"Ontario"
19214,0,"Ontario"
19214,0,"Ontario"
19214,0,"Ontario"
19214,38.47826087,"Ontario"
19214,0,"Ontario"
19232,0,"Newfoundland and Labrador"
19232,0,"Newfoundland and Labrador"
19232,0,"Newfoundland and Labrador"
19232,0,"Newfoundland and Labrador"
19232,0,"Newfoundland and Labrador"
19240,0,"Manitoba"
19240,0,"Manitoba"
19240,0,"Manitoba"
19240,0,"Manitoba"
19240,40605.888199,"Manitoba"
19240,0,"Manitoba"
19253,260.596273297,"New Brunswick"
19253,0,"New Brunswick"
19253,532.0621118,"New Brunswick"
19253,584.9689441,"New Brunswick"
19253,0,"New Brunswick"
19253,0,"New Brunswick"
19253,0,"New Brunswick"
19253,0,"New Brunswick"
19263,4291.5403727,"Alberta"
19268,0,"Saskatchewan"
19268,0,"Saskatchewan"
19268,0,"Saskatchewan"
19268,0,"Saskatchewan"
19268,0,"Saskatchewan"
19268,0,"Saskatchewan"
19268,0,"Saskatchewan"
19306,0,"Prince Edward Island"
19306,0,"Prince Edward Island"
19306,0,"Prince Edward Island"
19306,0,"Prince Edward Island"
19306,740.10559006,"Prince Edward Island"
19306,0,"Prince Edward Island"
19316,7.6832298137,"Saskatchewan"
19316,0,"Saskatchewan"
19316,0,"Saskatchewan"
19316,0,"Saskatchewan"
19317,0,"Manitoba"
19317,0,"Manitoba"
19317,0,"Manitoba"
19317,0,"Manitoba"
19317,0,"Manitoba"
19317,0,"Manitoba"
19319,0,"Saskatchewan"
19319,0,"Saskatchewan"
19319,0,"Saskatchewan"
19319,0,"Saskatchewan"
19319,0,"Saskatchewan"
19319,0,"Saskatchewan"
19333,0,"Alberta"
19333,0,"Alberta"
19333,0,"Alberta"
19339,0,"British Columbia"
19339,0,"British Columbia"
19344,0,"Manitoba"
19363,0,"Nunavut"
19363,0,"Nunavut"
19363,0,"Nunavut"
19363,0,"Nunavut"
19373,1028.4223602,"Northwest Territories"
19373,0,"Northwest Territories"
19373,217.26708075,"Northwest Territories"
19373,30276.931677,"Northwest Territories"
19373,0,"Northwest Territories"
19395,348.26708075,"Quebec"
19415,0,"Alberta"
19415,0,"Alberta"
19415,0,"Alberta"
19415,0,"Alberta"
19415,0,"Alberta"
19415,0,"Alberta"
19415,0,"Alberta"
19417,0,"Ontario"
19417,326.55900621,"Ontario"
19417,0,"Ontario"
19417,153.9689441,"Ontario"
19417,0,"Ontario"
19430,221.76397516,"New Brunswick"
19430,0,"New Brunswick"
19430,0,"New Brunswick"
19430,0,"New Brunswick"
19430,0,"New Brunswick"
19437,0,"Newfoundland and Labrador"
19437,0,"Newfoundland and Labrador"
19437,0,"Newfoundland and Labrador"
19460,0,"Saskatchewan"
19460,0,"Saskatchewan"
19471,0,"British Columbia"
19471,0,"British Columbia"
19471,0,"British Columbia"
19471,0,"British Columbia"
19471,0,"British Columbia"
19471,914.52795031,"British Columbia"
19471,0,"British Columbia"
19471,0,"British Columbia"
19483,0,"Prince Edward Island"
19483,0,"Prince Edward Island"
19483,0,"Prince Edward Island"
19483,0,"Prince Edward Island"
19483,0,"Prince Edward Island"
19483,0,"Prince Edward Island"
19483,0,"Prince Edward Island"
19493,0,"Ontario"
19493,484.40993789,"Ontario"
19493,0,"Ontario"
19493,0,"Ontario"
19493,0,"Ontario"
19493,0,"Ontario"
19493,0,"Ontario"
19513,0,"Newfoundland and Labrador"
19513,0,"Newfoundland and Labrador"
19513,0,"Newfoundland and Labrador"
19513,531.13664596,"Newfoundland and Labrador"
19513,0,"Newfoundland and Labrador"
19513,0,"Newfoundland and Labrador"
19513,0,"Newfoundland and Labrador"
19526,0,"New Brunswick"
19526,0,"New Brunswick"
19526,0,"New Brunswick"
19526,0,"New Brunswick"
19526,0,"New Brunswick"
19531,1010.2049689,"Saskatchewan"
19531,0,"Saskatchewan"
19531,0,"Saskatchewan"
19531,0,"Saskatchewan"
19542,1657.4968944,"New Brunswick"
19542,712.03726708,"New Brunswick"
19542,0,"New Brunswick"
19547,0,"Nova Scotia"
19547,0,"Nova Scotia"
19547,0,"Nova Scotia"
19547,64391.782609,"Nova Scotia"
19547,775.76397516,"Nova Scotia"
19547,0,"Nova Scotia"
19547,0,"Nova Scotia"
19547,0,"Nova Scotia"
19547,0,"Nova Scotia"
19565,0,"Northwest Territories"
19565,0,"Northwest Territories"
19565,0,"Northwest Territories"
19565,0,"Northwest Territories"
19571,0,"Prince Edward Island"
19571,0,"Prince Edward Island"
19580,0,"Prince Edward Island"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,44.248447205,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19595,0,"New Brunswick"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19598,0,"Northwest Territories"
19606,0,"Northwest Territories"
19606,1065.43478261,"Northwest Territories"
19606,0,"Northwest Territories"
19606,0,"Northwest Territories"
19606,0,"Northwest Territories"
19606,0,"Northwest Territories"
19606,0,"Northwest Territories"
19608,0,"New Brunswick"
19608,0,"New Brunswick"
19608,0,"New Brunswick"
19608,0,"New Brunswick"
19608,0,"New Brunswick"
19608,266.26086957,"New Brunswick"
19608,0,"New Brunswick"
19610,0,"Quebec"
19610,0,"Quebec"
19626,0,"Alberta"
19626,0,"Alberta"
19630,0,"Ontario"
19630,0,"Ontario"
19630,0,"Ontario"
19630,0,"Ontario"
19630,0,"Ontario"
19630,0,"Ontario"
19630,0,"Ontario"
19630,0,"Ontario"
19641,0,"Newfoundland and Labrador"
19641,440.95652174,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19641,0,"Newfoundland and Labrador"
19644,0,"Nunavut"
19644,0,"Nunavut"
19644,0,"Nunavut"
19644,0,"Nunavut"
19644,0,"Nunavut"
19653,0,"Newfoundland and Labrador"
19653,0,"Newfoundland and Labrador"
19656,0,"Newfoundland and Labrador"
19656,0,"Newfoundland and Labrador"
19656,1077.4720497,"Newfoundland and Labrador"
19656,0,"Newfoundland and Labrador"
19656,0,"Newfoundland and Labrador"
19656,0,"Newfoundland and Labrador"
19656,0,"Newfoundland and Labrador"
19656,2571.0124224,"Newfoundland and Labrador"
19656,769.85714286,"Newfoundland and Labrador"
19656,1000.8136646,"Newfoundland and Labrador"
19657,0,"Quebec"
19657,0,"Quebec"
19657,0,"Quebec"
19657,0,"Quebec"
19657,0,"Quebec"
19671,1621.9503106,"Newfoundland and Labrador"
19671,0,"Newfoundland and Labrador"
19671,0,"Newfoundland and Labrador"
19671,0,"Newfoundland and Labrador"
19671,0,"Newfoundland and Labrador"
19692,0,"New Brunswick"
19692,1262.7453416,"New Brunswick"
19692,895.39130435,"New Brunswick"
19692,74.031055901,"New Brunswick"
19692,0,"New Brunswick"
19692,0,"New Brunswick"
19692,0,"New Brunswick"
19692,0,"New Brunswick"
19692,1000.8136646,"New Brunswick"
19703,0,"Alberta"
19703,0,"Alberta"
19703,0,"Alberta"
19703,0,"Alberta"
19715,0,"Manitoba"
19715,0,"Manitoba"
19715,357.98136646,"Manitoba"
19745,0,"New Brunswick"
19764,0,"Nunavut"
19764,0,"Nunavut"
19764,0,"Nunavut"
19764,0,"Nunavut"
19764,0,"Nunavut"
19764,6211.1801242,"Nunavut"
19764,0,"Nunavut"
19764,0,"Nunavut"
19764,0,"Nunavut"
19767,491.0621118,"Prince Edward Island"
19767,0,"Prince Edward Island"
19767,0,"Prince Edward Island"
19778,0,"New Brunswick"
19778,0,"New Brunswick"
19778,0,"New Brunswick"
19778,0,"New Brunswick"
19778,0,"New Brunswick"
19778,2719.0745342,"New Brunswick"
19819,0,"New Brunswick"
19819,0,"New Brunswick"
19819,665.29192547,"New Brunswick"
19819,0,"New Brunswick"
19819,0,"New Brunswick"
19819,0,"New Brunswick"
19819,0,"New Brunswick"
19826,0,"British Columbia"
19826,0,"British Columbia"
19826,0,"British Columbia"
19826,0,"British Columbia"
19835,0,"Newfoundland and Labrador"
19835,1090.0248447,"Newfoundland and Labrador"
19835,0,"Newfoundland and Labrador"
19835,0,"Newfoundland and Labrador"
19836,1139.130434796,"Newfoundland and Labrador"
19836,0,"Newfoundland and Labrador"
19836,0,"Newfoundland and Labrador"
19836,0,"Newfoundland and Labrador"
19836,0,"Newfoundland and Labrador"
19847,0,"Saskatchewan"
19847,0,"Saskatchewan"
19847,457.3726708,"Saskatchewan"
19847,0,"Saskatchewan"
19847,0,"Saskatchewan"
19864,0,"New Brunswick"
19864,0,"New Brunswick"
19864,0,"New Brunswick"
19864,0,"New Brunswick"
19864,0,"New Brunswick"
19864,0,"New Brunswick"
19864,0,"New Brunswick"
19867,457.1552795,"Yukon Territory"
19867,0,"Yukon Territory"
19867,0,"Yukon Territory"
19867,0,"Yukon Territory"
19867,0,"Yukon Territory"
19867,0,"Yukon Territory"
19867,0,"Yukon Territory"
